SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,MINCODE,SCHOOL_NAME,NUM_OF_SCHOOLS_IN_DATA_LEVEL,TOTAL_CLASSES,CLASSES_WITH_ED_ASSIST,TOTAL_CLASSES_GREATER_30,AVG_CLASS_SIZE_K,AVG_CLASS_SIZE_1_3,AVG_CLASS_SIZE_4_7,AVG_CLASS_SIZE_8_12
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636246,Princess Margaret Secondary,1,314,50,13,,,,21.5
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636248,Kwantlen Park Secondary,1,182,30,7,,,,26.8
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636248,Kwantlen Park Secondary,1,194,46,22,,,,26.4
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636248,Kwantlen Park Secondary,1,204,81,53,,,,26.6
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636248,Kwantlen Park Secondary,1,197,52,35,,,,27.3
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636248,Kwantlen Park Secondary,1,192,43,26,,,,26.5
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636248,Kwantlen Park Secondary,1,197,37,26,,,,27.5
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636248,Kwantlen Park Secondary,1,223,42,5,,,50,23.7
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636248,Kwantlen Park Secondary,1,218,41,7,,,,23.4
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636248,Kwantlen Park Secondary,1,221,50,8,,,,23
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636248,Kwantlen Park Secondary,1,219,41,4,,,,23.9
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636248,Kwantlen Park Secondary,1,331,39,,,,,20.7
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03699008,Education Services,1,18,18,,,,,13.2
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03699057,South Surrey White Rock Learning Centre,1,26,8,,,,,9.4
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03699059,Cloverdale Learning Centre,1,19,5,,,,,12.4
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03699062,North Surrey Learning Centre,1,37,5,,,,,11
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03699064,Guildford Learning Centre,1,50,9,,,,,8.5
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03699121,City Central Learning Centre,1,33,4,,,,,11
